Time,OriginalSignal,NoisySignal,FaultySignal,FaultDetected
0,0,0.327051848020431,0.327051848020431,1
0.001,0.309016994374947,0.201406026771155,0.201406026771155,1
0.002,0.587785252292473,0.548806963145393,0.548806963145393,0
0.003,0.809016994374947,1.02913825150769,1.02913825150769,0
0.004,0.951056516295154,0.987155987390207,0.987155987390207,0
0.005,1,1.34089938540647,1.34089938540647,0
0.006,0.951056516295154,0.745024580679388,0.745024580679388,0
0.007,0.809016994374947,0.950521853407779,0.950521853407779,0
0.008,0.587785252292473,0.674287991929253,0.674287991929253,0
0.009,0.309016994374947,0.726573444888989,0.726573444888989,0
0.01,1.22464679914735e-16,-0.403650603048328,-0.403650603048328,0
0.011,-0.309016994374947,-0.308792772517427,-0.308792772517427,1
0.012,-0.587785252292473,-0.571736810020343,-0.571736810020343,0
0.013,-0.809016994374948,-1.51158855254845,-1.51158855254845,0
0.014,-0.951056516295154,-0.576627972928904,-0.576627972928904,0
0.015,-1,-0.157230443930476,-0.157230443930476,1
0.016,-0.951056516295154,-1.02071197482784,-1.02071197482784,0
0.017,-0.809016994374947,-0.72290735030693,-0.72290735030693,0
0.018,-0.587785252292473,-0.727166599260481,-0.727166599260481,0
0.019,-0.309016994374948,-0.193721661361268,-0.193721661361268,1
0.02,-2.44929359829471e-16,-0.113948257005994,-0.113948257005994,1
0.021,0.309016994374948,0.278483526111299,0.278483526111299,1
0.022,0.587785252292473,1.07323059480341,1.07323059480341,0
0.023,0.809016994374947,0.554848029579989,0.554848029579989,0
0.024,0.951056516295154,0.778291563281307,0.778291563281307,0
0.025,1,0.977226061489435,0.977226061489435,0
0.026,0.951056516295153,0.911315038641833,0.911315038641833,0
0.027,0.809016994374948,1.24080989421599,1.24080989421599,0
0.028,0.587785252292473,1.19716412679989,1.19716412679989,0
0.029,0.309016994374948,0.015556511359878,0.015556511359878,1
0.03,3.67394039744206e-16,-0.192307100397714,-0.192307100397714,1
0.031,-0.309016994374947,-0.152874293520136,-0.152874293520136,1
0.032,-0.587785252292473,-0.70199525113867,-0.70199525113867,0
0.033,-0.809016994374948,-0.211161412001934,-0.211161412001934,1
0.034,-0.951056516295154,-0.46029544185032,-0.46029544185032,0
0.035,-1,-0.832294332601149,-0.832294332601149,0
0.036,-0.951056516295153,-0.781965240973046,-0.781965240973046,0
0.037,-0.809016994374948,-0.910535980772231,-0.910535980772231,0
0.038,-0.587785252292473,-0.358691040816867,-0.358691040816867,1
0.039,-0.309016994374948,0.0292157094362406,0.0292157094362406,1
0.04,-4.89858719658941e-16,0.0424713501789157,0.0424713501789157,1
0.041,0.309016994374949,0.887457225265994,0.887457225265994,0
0.042,0.587785252292474,0.788976625158474,0.788976625158474,0
0.043,0.809016994374948,0.775983623275127,0.775983623275127,0
0.044,0.951056516295153,1.06234519369873,1.06234519369873,0
0.045,1,1.3289784080045,1.3289784080045,0
0.046,0.951056516295154,0.83160758414863,0.83160758414863,0
0.047,0.809016994374948,0.783378228988397,0.783378228988397,0
0.048,0.587785252292472,1.29977147563838,1.29977147563838,0
0.049,0.309016994374946,0.166840688394369,0.166840688394369,1
0.05,-1.16403343982657e-15,0.283902257525473,0.283902257525473,1
0.051,-0.309016994374949,-0.0635685216148525,-0.0635685216148525,1
0.052,-0.587785252292475,-0.111093986960825,-0.111093986960825,1
0.053,-0.809016994374948,-0.651213395211331,-0.651213395211331,0
0.054,-0.951056516295153,-1.69061578209377,-1.69061578209377,0
0.055,-1,-1.25575838276936,-1.25575838276936,0
0.056,-0.951056516295154,-0.79753589246701,-0.79753589246701,0
0.057,-0.809016994374947,-0.731684520962625,-0.731684520962625,0
0.058,-0.587785252292474,0.000948966208025759,0.000948966208025759,1
0.059,-0.309016994374946,0.112877478302625,0.112877478302625,1
0.06,-7.34788079488412e-16,0.149050119577374,0.149050119577374,1
0.061,0.309016994374948,0.333866163057606,0.333866163057606,1
0.062,0.587785252292472,0.123241892799538,0.123241892799538,1
0.063,0.809016994374948,1.36796488431402,1.36796488431402,0
0.064,0.951056516295153,0.991264502840826,0.991264502840826,0
0.065,1,0.536199227852136,0.536199227852136,0
0.066,0.951056516295153,1.08104123515264,1.08104123515264,0
0.067,0.809016994374947,0.839903260371186,0.839903260371186,0
0.068,0.587785252292471,0.416681422329478,0.416681422329478,0
0.069,0.309016994374947,0.456935641383072,0.456935641383072,0
0.07,-2.69546091939735e-15,-0.212253964052396,-0.212253964052396,1
0.071,-0.309016994374948,-0.713424505166204,-0.713424505166204,0
0.072,-0.587785252292475,-1.11407571157334,-1.11407571157334,0
0.073,-0.809016994374946,-0.918159680769158,-0.918159680769158,0
0.074,-0.951056516295153,-1.13918471798299,-1.13918471798299,0
0.075,-1,-0.867954924185784,-0.867954924185784,0
0.076,-0.951056516295154,-1.4018488549679,-1.4018488549679,0
0.077,-0.809016994374947,-0.871487627679938,-0.871487627679938,0
0.078,-0.587785252292474,-1.03932289016744,-1.03932289016744,0
0.079,-0.309016994374947,0.23390525242751,0.23390525242751,1
0.08,-9.79717439317883e-16,-0.0350917703255628,-0.0350917703255628,1
0.081,0.309016994374948,0.676879689925969,0.676879689925969,0
0.082,0.587785252292475,0.7362681956317,0.7362681956317,0
0.083,0.809016994374948,1.08159545068226,1.08159545068226,0
0.084,0.951056516295154,0.60479086586458,0.60479086586458,0
0.085,1,1.3772666552294,1.3772666552294,0
0.086,0.951056516295153,1.38681624131693,1.38681624131693,0
0.087,0.809016994374945,0.185973548826014,0.185973548826014,1
0.088,0.587785252292474,0.534838851072507,0.534838851072507,0
0.089,0.30901699437495,0.113392336932226,0.113392336932226,1
0.09,1.10218211923262e-15,0.0469601411077931,0.0469601411077931,1
0.091,-0.309016994374948,-0.564084732667152,-0.564084732667152,0
0.092,-0.587785252292472,-0.504071476680023,-0.504071476680023,0
0.093,-0.809016994374948,-0.629888875223117,-0.629888875223117,0
0.094,-0.951056516295153,-0.877641503953248,-0.877641503953248,0
0.095,-1,-1.03550395332252,-1.03550395332252,0
0.096,-0.951056516295153,-1.3378788808787,-1.3378788808787,0
0.097,-0.809016994374947,-0.791747901856297,-0.791747901856297,0
0.098,-0.587785252292471,-0.74406511847421,-0.74406511847421,0
0.099,-0.309016994374947,-0.692725061908841,-0.692725061908841,0
0.1,2.32806687965315e-15,-0.0168681694500278,-0.0168681694500278,1
0.101,0.309016994374948,0.246112909423288,0.246112909423288,1
0.102,0.587785252292475,0.645415719848293,0.645415719848293,0
0.103,0.80901699437495,1.10671668107224,1.10671668107224,0
0.104,0.951056516295155,1.12392977442876,1.12392977442876,0
0.105,1,1.39173513146745,1.39173513146745,0
0.106,0.951056516295153,0.732264766735502,0.732264766735502,0
0.107,0.809016994374949,0.549644588101476,0.549644588101476,0
0.108,0.587785252292474,0.559308954870501,0.559308954870501,0
0.109,0.309016994374947,0.723981169045379,0.723981169045379,0
0.11,-2.20560219973841e-15,0.391104412058831,0.391104412058831,1
0.111,-0.309016994374951,-0.346760648541762,-0.346760648541762,1
0.112,-0.587785252292472,-0.766847387779279,-0.766847387779279,0
0.113,-0.809016994374948,-1.26521089205881,-1.26521089205881,0
0.114,-0.951056516295154,-0.749504036096104,-0.749504036096104,0
0.115,-1,-0.993146712983165,-0.993146712983165,0
0.116,-0.951056516295154,-1.30439309217134,-1.30439309217134,0
0.117,-0.809016994374947,-0.909390443604871,-0.909390443604871,0
0.118,-0.587785252292471,-1.13662181487484,-1.13662181487484,0
0.119,-0.309016994374944,-0.180020115289283,-0.180020115289283,1
0.12,-1.46957615897682e-15,-0.052198038694101,-0.052198038694101,1
0.121,0.309016994374948,0.79838972016179,0.79838972016179,0
0.122,0.587785252292475,0.17995684586332,0.17995684586332,1
0.123,0.809016994374945,1.10016899896572,1.10016899896572,0
0.124,0.951056516295153,0.994148459441342,0.994148459441342,0
0.125,1,1.02478107734748,1.02478107734748,0
0.126,0.951056516295153,1.16605572066254,1.16605572066254,0
0.127,0.809016994374945,1.16706215297651,1.16706215297651,0
0.128,0.587785252292474,0.266466676668652,0.266466676668652,1
0.129,0.309016994374947,0.704687657168711,0.704687657168711,0
0.13,-1.96067283990894e-15,-0.363000942358393,-0.363000942358393,1
0.131,-0.309016994374951,-0.631251464906949,-0.631251464906949,0
0.132,-0.587785252292478,-0.78955327684536,-0.78955327684536,0
0.133,-0.809016994374947,-0.588078339902311,-0.588078339902311,0
0.134,-0.951056516295154,-1.27204472413524,-1.27204472413524,0
0.135,-1,-0.899585464142159,-0.899585464142159,0
0.136,-0.951056516295152,-0.827491737718607,-0.827491737718607,0
0.137,-0.809016994374947,-0.762780938114629,-0.762780938114629,0
0.138,-0.587785252292472,-0.421414042991373,-0.421414042991373,0
0.139,-0.309016994374944,-0.66087070091179,-0.66087070091179,0
0.14,5.39092183879471e-15,0.302276005788665,0.302276005788665,1
0.141,0.309016994374954,0.343073078408017,0.343073078408017,1
0.142,0.587785252292475,0.806800512525765,0.806800512525765,0
0.143,0.80901699437495,0.513963460219298,0.513963460219298,0
0.144,0.951056516295155,0.966665983310571,0.966665983310571,0
0.145,1,1.26327981177842,1.26327981177842,0
0.146,0.951056516295155,1.2552988285778,1.2552988285778,0
0.147,0.80901699437495,0.783712471138911,0.783712471138911,0
0.148,0.587785252292475,0.0317257793886112,0.0317257793886112,1
0.149,0.309016994374947,-0.0200292185828514,-0.0200292185828514,1
0.15,-1.71574348007947e-15,0.0655882882575491,0.0655882882575491,1
0.151,-0.309016994374944,-0.0707432391588473,-0.0707432391588473,1
0.152,-0.587785252292472,-0.448847993813024,-0.448847993813024,0
0.153,-0.809016994374947,-0.992806001641068,-0.992806001641068,0
0.154,-0.951056516295154,-0.277736573103354,-0.277736573103354,1
0.155,-1,-0.978295717492192,-0.978295717492192,0
0.156,-0.951056516295154,-0.691402197404328,-0.691402197404328,0
0.157,-0.809016994374947,-0.933725934353657,-0.933725934353657,0
0.158,-0.587785252292472,-0.922266684070344,-0.922266684070344,0
0.159,-0.309016994374944,-0.103441265995065,-0.103441265995065,1
0.16,-1.95943487863577e-15,0.311301964583842,0.311301964583842,1
0.161,0.309016994374947,0.855680452904265,0.855680452904265,0
0.162,0.587785252292474,0.429088704369448,0.429088704369448,0
0.163,0.809016994374949,0.320626974476273,0.320626974476273,1
0.164,0.951056516295155,1.4362472458075,1.4362472458075,0
0.165,1,1.07924102257457,1.07924102257457,0
0.166,0.951056516295153,0.612912660597401,0.612912660597401,0
0.167,0.809016994374945,0.641264236664379,0.641264236664379,0
0.168,0.587785252292469,0.34513170533126,0.34513170533126,1
0.169,0.309016994374941,0.657318280053907,0.657318280053907,0
0.17,-1.47081412025e-15,0.177631580743961,0.177631580743961,1
0.171,-0.309016994374951,-0.236192695029591,-0.236192695029591,1
0.172,-0.587785252292477,-0.515642006888665,-0.515642006888665,0
0.173,-0.809016994374951,-1.05546711402906,-1.05546711402906,0
0.174,-0.951056516295156,-0.653122878431197,-0.653122878431197,0
0.175,-1,-0.896081582644567,-0.896081582644567,0
0.176,-0.951056516295154,-1.02939657450512,-1.02939657450512,0
0.177,-0.809016994374948,-0.864430865901341,-0.864430865901341,0
0.178,-0.587785252292478,-0.618305752166105,-0.618305752166105,0
0.179,-0.309016994374951,-0.575129937523363,-0.575129937523363,0
0.18,-2.20436423846524e-15,0.222413129191603,0.222413129191603,1
0.181,0.309016994374947,0.726679355641325,0.726679355641325,0
0.182,0.587785252292474,1.32995533910535,1.32995533910535,0
0.183,0.809016994374945,0.960192767182205,0.960192767182205,0
0.184,0.951056516295153,0.704312350145982,0.704312350145982,0
0.185,1,1.0602945611939,1.0602945611939,0
0.186,0.951056516295153,0.648940758042429,0.648940758042429,0
0.187,0.809016994374946,0.625065526304724,0.625065526304724,0
0.188,0.587785252292475,0.39009623503762,0.39009623503762,1
0.189,0.309016994374948,0.0590481961213611,0.0590481961213611,1
0.19,-1.22588476042053e-15,0.113453789066142,0.113453789066142,1
0.191,-0.30901699437495,-0.643619773177402,-0.643619773177402,0
0.192,-0.587785252292477,-0.387612846768492,-0.387612846768492,1
0.193,-0.809016994374947,-0.570417153275117,-0.570417153275117,0
0.194,-0.951056516295154,-0.63980895999086,-0.63980895999086,0
0.195,-1,-1.0061293577808,-1.0061293577808,0
0.196,-0.951056516295152,-0.765370590534384,-0.765370590534384,0
0.197,-0.809016994374944,-0.268097941160002,-0.268097941160002,1
0.198,-0.587785252292472,-0.571887258904704,-0.571887258904704,0
0.199,-0.309016994374945,-0.362384020425199,-0.362384020425199,1
0.2,4.6561337593063e-15,0.531744768586628,0.531744768586628,0
0.201,0.309016994374954,-0.443624089549312,-0.443624089549312,0
0.202,0.587785252292474,0.450808496684704,0.450808496684704,0
0.203,0.809016994374949,1.53813025545616,1.53813025545616,0
0.204,0.951056516295155,0.809620290525541,0.809620290525541,0
0.205,1,0.831901452655503,0.831901452655503,0
0.206,0.951056516295151,0.583116304166059,0.583116304166059,0
0.207,0.809016994374942,1.04690210345441,1.04690210345441,0
0.208,0.587785252292464,-0.0451968772608171,-0.0451968772608171,1
0.209,0.309016994374948,0.0691984565731624,0.0691984565731624,1
0.21,-9.80955400591059e-16,0.170092527869769,0.170092527869769,1
0.211,-0.30901699437495,-0.309449864033718,-0.309449864033718,1
0.212,-0.587785252292477,-0.400607852416053,-0.400607852416053,0
0.213,-0.809016994374943,-0.77108474506454,-0.77108474506454,0
0.214,-0.951056516295152,-0.74679617803889,-0.74679617803889,0
0.215,-1,-1.38622477415822,-1.38622477415822,0
0.216,-0.951056516295154,-0.885631060537736,-0.885631060537736,0
0.217,-0.809016994374948,-1.27898711648369,-1.27898711648369,0
0.218,-0.587785252292472,-0.35280067304141,-0.35280067304141,1
0.219,-0.309016994374945,-0.402187966991416,-0.402187966991416,0
0.22,4.41120439947682e-15,0.196597323471862,0.196597323471862,1
0.221,0.309016994374953,0.147776786473729,0.147776786473729,1
0.222,0.58778525229248,0.686378273268442,0.686378273268442,0
0.223,0.809016994374945,1.12523858580364,1.12523858580364,0
0.224,0.951056516295153,0.357146720548898,0.357146720548898,1
0.225,1,0.439783544623843,0.439783544623843,0
0.226,0.951056516295153,0.401349814987548,0.401349814987548,0
0.227,0.809016994374946,1.06359462891699,1.06359462891699,0
0.228,0.58778525229247,0.709341430310974,0.709341430310974,0
0.229,0.309016994374942,0.0982801834069396,0.0982801834069396,1
0.23,-7.84145339836259e-15,0.449713806385386,0.449713806385386,0
0.231,-0.309016994374957,-0.267678534655847,-0.267678534655847,1
0.232,-0.587785252292471,-1.06383167226351,-1.06383167226351,0
0.233,-0.809016994374947,-1.11476064882624,-1.11476064882624,0
0.234,-0.951056516295154,-1.36662663860293,-1.36662663860293,0
0.235,-1,-0.713534070907856,-0.713534070907856,0
0.236,-0.951056516295152,-1.13139261210644,-1.13139261210644,0
0.237,-0.809016994374944,-1.16058423561853,-1.16058423561853,0
0.238,-0.587785252292467,-0.760918344421488,-0.760918344421488,0
0.239,-0.309016994374938,-0.559946151710858,-0.559946151710858,0
0.24,-2.93915231795365e-15,0.255890859026149,0.255890859026149,1
0.241,0.309016994374946,0.45221634797792,0.45221634797792,0
0.242,0.587785252292474,0.678481274776542,0.678481274776542,0
0.243,0.809016994374949,0.933749851560318,0.933749851560318,0
0.244,0.951056516295155,0.963948965086562,0.963948965086562,0
0.245,1,0.715344030982847,0.715344030982847,0
0.246,0.951056516295156,1.11353902617179,1.11353902617179,0
0.247,0.80901699437495,0.562678516759283,0.562678516759283,0
0.248,0.587785252292476,0.266213737757748,0.266213737757748,1
0.249,0.309016994374949,-0.0132104965385295,-0.0132104965385295,1
0.25,-4.91096680932118e-16,0.26086584219398,0.26086584219398,1
0.251,-0.30901699437495,-0.0147015700173711,-0.0147015700173711,1
0.252,-0.587785252292476,-1.11543286303418,-1.11543286303418,0
0.253,-0.809016994374951,-0.853445781645062,-0.853445781645062,0
0.254,-0.951056516295156,-0.875473992442539,-0.875473992442539,0
0.255,-1,-1.18311538776785,-1.18311538776785,0
0.256,-0.951056516295155,-0.72276257322964,-0.72276257322964,0
0.257,-0.809016994374948,-0.732688143699831,-0.732688143699831,0
0.258,-0.587785252292473,-0.633635355373687,-0.633635355373687,0
0.259,-0.309016994374945,-0.4762402569377,-0.4762402569377,0
0.26,3.92134567981788e-15,0.203105297054238,0.203105297054238,1
0.261,0.309016994374953,0.56380622650157,0.56380622650157,0
0.262,0.587785252292479,0.728577407069464,0.728577407069464,0
0.263,0.809016994374953,0.737082483028175,0.737082483028175,0
0.264,0.951056516295157,1.22735215243813,1.22735215243813,0
0.265,1,0.727935586477874,0.727935586477874,0
0.266,0.951056516295154,0.994388698177794,0.994388698177794,0
0.267,0.809016994374946,1.22793970282949,1.22793970282949,0
0.268,0.58778525229247,0.530875624411004,0.530875624411004,0
0.269,0.309016994374942,0.0558662271271417,0.0558662271271417,1
0.27,-7.35159467870365e-15,0.583031414954187,0.583031414954187,0
0.271,-0.309016994374956,-0.38309345654742,-0.38309345654742,1
0.272,-0.587785252292482,-0.45529950553271,-0.45529950553271,0
0.273,-0.809016994374955,-1.05010043964106,-1.05010043964106,0
0.274,-0.951056516295154,-0.864773686483811,-0.864773686483811,0
0.275,-1,-0.85989457187383,-0.85989457187383,0
0.276,-0.951056516295152,-0.949688033426577,-0.949688033426577,0
0.277,-0.809016994374944,-0.711189886793965,-0.711189886793965,0
0.278,-0.587785252292467,-0.22640923733242,-0.22640923733242,1
0.279,-0.309016994374939,-0.730251743996196,-0.730251743996196,0
0.28,1.07818436775894e-14,0.06166906663631,0.06166906663631,1
0.281,0.309016994374959,-0.288341742451662,-0.288341742451662,1
0.282,0.587785252292485,0.596307932467966,0.596307932467966,0
0.283,0.809016994374957,1.38817161700066,1.38817161700066,0
0.284,0.951056516295155,1.23339755279315,1.23339755279315,0
0.285,1,0.997922664609438,0.997922664609438,0
0.286,0.951056516295151,0.849584022113458,0.849584022113458,0
0.287,0.809016994374942,0.967496729479352,0.967496729479352,0
0.288,0.587785252292464,0.904855130594513,0.904855130594513,0
0.289,0.309016994374949,0.313439179355682,0.313439179355682,1
0.29,-1.23796127317672e-18,0.484428380073686,0.484428380073686,0
0.291,-0.309016994374936,-0.553773482931789,-0.553773482931789,0
0.292,-0.587785252292464,-1.18711298960242,-1.18711298960242,0
0.293,-0.809016994374942,-1.03347441686937,-1.03347441686937,0
0.294,-0.951056516295151,-1.01084772248669,-1.01084772248669,0
0.295,-1,-1.11182802339113,-1.11182802339113,0
0.296,-0.951056516295155,-1.20526786434459,-1.20526786434459,0
0.297,-0.809016994374949,-0.407845581436498,-0.407845581436498,0
0.298,-0.587785252292473,-1.07268042967683,-1.07268042967683,0
0.299,-0.309016994374946,-0.456562272854416,-0.456562272854416,0
0.3,3.43148696015894e-15,-0.290790470102226,-0.290790470102226,1
0.301,0.309016994374939,0.166784618216868,0.166784618216868,1
0.302,0.587785252292467,0.38793610473424,0.38793610473424,1
0.303,0.809016994374944,0.952529399309445,0.952529399309445,0
0.304,0.951056516295152,0.638739076391507,0.638739076391507,0
0.305,1,0.753802272802728,0.753802272802728,0
0.306,0.951056516295154,0.981395398099087,0.981395398099087,0
0.307,0.809016994374947,1.13421175543432,1.13421175543432,0
